player_id,footballer_id,footballer_name,rating,potential,position_acronym,goalkeeping,mental,physical,technical,aerial-reach,command-of-area,communication,eccentricity,first-touch,handling,kicking,one-on-ones,passing,punching-tendency,reflexes,rushing-out-tendency,throwing,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off-the-ball,positioning,teamwork,vision,work-rate,acceleration,agility,balance,jumping-reach,natural-fitness,pace,stamina,strength,free-kick-taking,penalty-taking,technique,corners,crossing,dribbling,finishing,heading,long-shots,long-throws,marking,tackling
17,1077,Tarık Tuğyan,13,16,RW,24,15,14,15,11,12,16,25,27,19,12,18,25,16,16,11,24,11,12,26,10,28,26,28,13,11,23,25,27,22,11,28,19,13,21,16,15,17,20,20,22,18,20,19,23,12,23,24,18,18,24
18,1090,Baran Alp Vardar,25,15,ST,13,26,16,15,21,21,12,18,21,15,28,22,26,16,25,18,15,12,14,23,26,17,13,19,19,20,27,21,25,24,10,16,24,26,22,13,23,11,13,18,19,19,23,19,19,15,12,11,26,10,27
19,1180,Emirhan Ayhan,10,13,MC,27,20,11,14,23,15,28,24,16,15,13,14,28,10,10,24,26,20,17,19,17,18,15,17,17,18,18,16,28,13,25,18,28,24,21,17,19,18,25,23,28,20,11,23,14,15,23,25,16,21,19
20,1189,Haktan Bülent Nalyapan,20,14,GK,19,24,25,26,23,23,11,25,20,10,26,28,18,23,27,28,27,22,23,21,10,24,18,17,12,12,27,27,11,11,21,27,17,10,15,25,18,27,24,10,10,12,27,17,24,24,27,11,14,28,26
21,1416,Hasan Ege Akdoğan,10,27,ST,15,20,23,18,14,24,12,27,12,19,21,14,27,25,27,28,22,10,10,22,25,17,21,26,27,28,16,26,19,12,13,21,17,26,22,28,19,13,22,16,17,25,12,18,21,24,24,12,11,20,15
22,1461,Kerem Arık,11,17,MC,22,25,11,14,18,19,18,12,14,19,28,12,27,11,16,15,13,28,18,27,19,20,18,11,11,10,14,15,14,23,15,21,12,15,26,20,16,21,24,28,13,23,10,15,17,20,10,21,11,24,27
23,1469,Osman Kahraman,14,23,RW,24,10,13,14,18,25,12,10,23,24,15,15,16,10,24,13,12,23,27,14,11,24,16,22,11,12,11,19,22,26,26,10,24,25,28,25,18,22,17,16,21,18,23,24,23,26,18,19,18,23,19
24,1502,Arda Türken,20,28,DC,23,24,17,24,21,11,27,12,17,22,20,21,28,17,16,27,13,11,14,27,12,21,14,28,24,17,26,19,27,28,17,16,13,14,15,22,13,25,18,19,14,11,21,12,10,16,17,17,20,28,12
25,1511,Ali Uğurlu,25,22,RB,14,13,26,25,23,21,21,18,20,15,13,15,19,16,17,11,10,26,19,13,15,22,19,18,10,21,18,19,25,16,13,14,22,21,13,14,23,19,26,25,24,17,20,14,11,21,13,23,12,25,26
26,1548,Mahmut Küçük,24,14,MC,23,21,28,10,26,14,13,19,27,22,10,21,15,13,21,25,13,23,14,19,22,19,24,13,22,22,25,20,17,19,25,17,18,25,17,15,18,21,24,12,26,26,21,25,19,12,20,11,11,23,19
27,1560,Çınar Yıldızlı,24,20,GK,21,27,23,19,19,25,15,19,14,23,26,17,27,25,24,23,21,26,16,13,15,15,22,26,20,23,25,27,16,22,18,28,13,24,13,22,20,14,27,17,18,25,28,26,17,13,13,16,20,19,19
28,1561,Enes Salik,27,13,GK,16,12,28,12,11,10,26,25,12,15,12,13,11,12,17,15,28,22,13,22,14,13,24,20,18,24,26,23,21,22,22,12,13,20,23,18,13,10,21,13,24,14,11,23,20,22,17,10,23,10,22
29,1564,Eray Şişman,21,11,LB,10,23,18,19,26,24,12,16,28,10,19,26,12,10,28,17,22,12,22,28,15,11,14,26,10,25,27,20,12,21,11,20,14,23,15,14,22,27,24,23,12,15,24,24,28,19,17,12,26,14,11
30,1565,Muhammet Emir Ulusoy,14,23,LB,10,11,14,12,28,25,12,15,16,10,14,18,17,27,22,11,23,23,20,18,26,22,13,11,11,14,24,19,21,26,21,23,24,16,21,23,23,21,15,16,27,25,16,10,28,17,28,19,14,20,13
31,1568,Kürşat Selamoğlu,20,25,RB,27,25,13,22,15,11,20,18,27,25,15,27,22,12,12,24,25,16,15,17,10,11,13,10,13,11,14,12,23,12,25,13,22,17,15,18,21,21,16,19,24,15,14,22,24,14,23,12,13,19,22
32,1572,Ömer Çağrı Ataş,27,17,MC,13,11,16,25,27,19,12,14,20,24,12,24,19,15,17,17,26,22,11,10,10,16,26,17,11,24,27,12,19,26,16,18,15,20,14,11,24,11,15,22,11,28,14,15,28,13,20,19,26,10,12
33,1575,Enes Nas,25,20,MC,22,21,10,25,20,18,13,14,15,11,25,21,17,26,13,23,10,28,19,14,22,19,10,10,14,27,23,12,15,23,22,24,21,21,24,25,28,20,19,17,18,21,15,27,14,11,12,24,26,16,18
34,1581,Mehmet Emin Taştan,24,19,RW,25,16,25,27,10,13,28,15,24,20,27,11,21,10,24,22,18,14,22,10,20,27,15,17,18,12,15,19,11,23,20,19,15,28,12,28,15,18,17,14,13,22,22,15,24,21,21,15,28,24,28
35,1584,Halil Atcı,11,10,ST,15,26,23,17,17,14,27,24,18,24,15,14,25,25,17,11,15,24,27,12,24,21,19,11,15,12,11,26,11,23,17,26,27,27,16,25,13,12,14,27,15,23,10,28,28,18,20,12,27,27,28
36,1585,Osman Katipoğlu,22,24,ST,11,16,16,15,21,15,22,28,23,27,17,13,27,26,14,26,19,12,18,18,13,16,19,25,13,11,10,27,21,19,15,26,17,18,14,13,15,11,27,18,25,17,14,16,23,18,28,11,22,14,16
