player_id,footballer_id,footballer_name,rating,potential,position_acronym,goalkeeping,mental,physical,technical,aerial-reach,command-of-area,communication,eccentricity,first-touch,handling,kicking,one-on-ones,passing,punching-tendency,reflexes,rushing-out-tendency,throwing,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off-the-ball,positioning,teamwork,vision,work-rate,acceleration,agility,balance,jumping-reach,natural-fitness,pace,stamina,strength,free-kick-taking,penalty-taking,technique,corners,crossing,dribbling,finishing,heading,long-shots,long-throws,marking,tackling
11,11,Elias Jelert,63,75.0,"DR, WBR",0,65,65,50,0,0,0,0,65,0,0,0,70,0,0,0,0,75,60,75,60,55,60,75,65,20,70,50,70,65,75,75,70,65,40,75,75,75,35,10,25,65,55,55,65,45,40,45,20,50,60
12,12,Kaan Ayhan,65,67.0,"DC, DM",0,65,60,55,0,0,0,0,60,0,0,0,70,0,0,0,0,70,70,65,75,70,75,80,40,80,50,70,80,60,55,40,50,70,60,70,50,65,70,50,45,60,35,45,40,35,85,50,35,65,65
13,13,Lucas Torreira,75,78.0,DM,0,75,65,55,0,0,0,0,70,0,0,0,70,0,0,0,0,90,90,90,70,70,75,80,60,50,40,75,90,60,85,85,95,75,25,75,45,75,45,40,55,70,35,40,60,40,50,50,25,80,75
14,14,Efe Akman,43,,"DM, MC",0,55,50,45,0,0,0,0,75,0,0,0,65,0,0,0,0,55,55,55,60,45,50,70,60,45,35,45,70,65,55,55,60,60,25,80,40,40,25,35,35,70,40,40,50,35,40,40,20,30,40
15,15,Gabriel Sara,69,75.0,"MC, AMC",0,65,65,65,0,0,0,0,70,0,0,0,80,0,0,0,0,55,65,65,70,60,70,75,65,55,65,40,70,75,70,70,65,65,55,75,65,70,65,70,60,70,70,60,70,60,70,70,55,40,55
16,16,Kerem Demirbay,65,75.0,"DM, MC",0,65,60,60,0,0,0,0,75,0,0,0,80,0,0,0,0,75,55,60,70,55,65,60,65,70,50,55,65,75,65,45,65,60,50,60,60,65,55,75,60,80,80,65,55,45,35,70,30,55,65
17,17,Berkan Kutlu,61,65.0,"DM, MC",0,65,70,50,0,0,0,0,55,0,0,0,60,0,0,0,0,65,65,65,60,80,60,70,30,50,55,60,85,60,85,60,60,65,65,75,60,90,65,30,30,65,40,40,55,40,50,60,40,65,60
18,18,Eyüp Aydın,53,,"DM, MC",0,60,55,55,0,0,0,0,65,0,0,0,70,0,0,0,0,80,55,65,65,55,55,80,60,55,40,60,60,70,60,55,55,60,50,60,55,65,45,70,50,70,70,50,55,35,40,55,30,55,65
19,19,Gökdeniz Gürpüz,43,,MC,0,50,50,50,0,0,0,0,65,0,0,0,65,0,0,0,0,35,40,40,60,40,45,55,65,35,40,40,55,65,50,60,65,60,30,60,45,50,30,65,50,75,65,45,60,35,30,50,20,35,35
20,20,Yunus Akgün,64,73.0,"AMR, AMC",0,55,60,50,0,0,0,0,65,0,0,0,65,0,0,0,0,60,50,60,65,50,50,60,80,40,60,30,65,65,65,75,90,55,30,70,70,60,35,50,50,75,55,60,75,55,45,60,25,20,20
21,21,Barış Alper Yılmaz,65,70.0,AMR,0,60,75,45,0,0,0,0,55,0,0,0,45,0,0,0,0,80,55,75,60,60,45,80,65,35,65,30,65,40,80,70,70,75,65,75,85,75,75,30,50,60,35,45,65,60,60,60,35,25,30
22,22,Roland Sallai,69,73.0,"AMR, AMC",0,60,65,60,0,0,0,0,70,0,0,0,70,0,0,0,0,65,65,60,65,50,60,60,70,35,75,40,60,70,55,70,75,60,60,70,70,65,55,60,60,70,55,65,70,60,60,50,40,40,40
23,23,Hakim Ziyech,70,80.0,"AMR, AMC",0,65,60,60,0,0,0,0,80,0,0,0,80,0,0,0,0,65,85,65,65,50,50,60,85,55,60,30,60,85,60,65,80,60,50,75,55,70,40,80,65,85,70,70,70,50,50,70,35,30,30
24,24,Yusuf Demir,55,,AMC,0,50,55,50,0,0,0,0,70,0,0,0,65,0,0,0,0,35,50,55,50,55,50,70,75,25,60,30,50,65,45,70,75,60,40,60,60,55,35,60,40,80,60,45,75,50,35,60,25,25,30
25,25,Dries Mertens,65,83.0,"AMC, ST",0,75,50,55,0,0,0,0,85,0,0,0,70,0,0,0,0,70,85,65,75,65,80,85,75,80,75,45,80,75,70,60,75,60,30,75,40,40,35,65,80,85,65,65,65,55,35,65,15,20,30
26,26,Victor Osimhen,85,88.0,ST,0,65,80,50,0,0,0,0,70,0,0,0,60,0,0,0,0,75,75,55,75,65,65,75,70,50,95,25,60,55,65,85,75,80,75,75,95,65,75,25,70,70,20,35,65,90,90,60,20,20,35
27,27,Mauro Icardi,78,87.0,ST,0,70,65,55,0,0,0,0,75,0,0,0,70,0,0,0,0,50,90,60,90,60,75,70,80,60,85,35,65,70,55,55,60,70,60,70,55,65,65,40,85,70,20,50,60,90,95,55,10,25,25
28,28,Michy Batshuayi,65,80.0,ST,0,55,65,50,0,0,0,0,80,0,0,0,55,0,0,0,0,75,65,65,75,35,40,60,50,50,75,25,65,40,65,65,70,70,55,80,45,65,70,45,70,70,25,35,60,75,55,60,40,15,15
29,29,Dominik Livakovic,73,76.0,GK,65,60,65,25,65,40,45,20,50,65,75,95,65,80,90,55,70,20,80,75,70,50,70,65,40,70,20,80,70,55,45,60,80,60,75,65,40,60,65,30,5,45,0,0,0,0,0,0,0,0,0
30,30,İrfan Can Eğribayat,60,68.0,GK,60,50,60,30,75,55,40,75,50,65,70,70,60,50,80,60,40,70,55,70,60,50,55,45,5,60,5,50,55,40,60,60,75,45,80,65,30,45,65,20,10,55,0,0,0,0,0,0,0,0,0
31,31,Ertuğrul Çetin,53,,GK,55,50,55,25,65,60,50,50,20,50,65,55,65,50,65,45,55,55,60,55,45,50,55,55,15,55,20,75,65,40,65,35,60,65,65,60,35,60,75,25,10,45,0,0,0,0,0,0,0,0,0
32,32,Çağlar Söyüncü,68,81.0,DC,0,60,70,50,0,0,0,0,60,0,0,0,50,0,0,0,0,60,70,80,55,55,50,80,45,50,35,70,65,60,70,70,60,75,80,65,60,65,75,25,40,50,20,35,55,35,70,40,40,75,80
33,33,Alexander Djiku,68,68.0,DC,0,70,65,45,0,0,0,0,60,0,0,0,65,0,0,0,0,80,75,85,70,80,65,70,65,60,50,70,65,65,60,65,60,75,65,75,45,65,75,30,40,60,15,25,40,25,60,20,30,75,75
34,34,Rodrigo Becão,70,73.0,DC,0,65,70,45,0,0,0,0,50,0,0,0,60,0,0,0,0,85,75,90,50,70,70,80,20,60,25,75,80,45,60,65,60,75,75,75,55,70,80,30,30,50,15,25,30,30,75,25,30,80,80
35,35,Samet Akaydin,63,63.0,DC,0,60,65,45,0,0,0,0,40,0,0,0,50,0,0,0,0,95,60,90,60,55,60,70,25,50,50,65,70,30,75,50,55,55,85,65,55,70,85,50,50,50,25,25,40,30,70,20,40,65,60
36,36,Serdar Aziz,58,67.0,DC,0,60,60,45,0,0,0,0,40,0,0,0,55,0,0,0,0,85,65,90,50,65,60,70,25,70,25,65,70,35,45,45,65,75,65,60,45,60,70,50,35,45,25,30,25,25,75,30,30,75,70
37,37,Jayden Oosterwolde,63,75.0,DL,0,60,75,50,0,0,0,0,60,0,0,0,60,0,0,0,0,70,60,80,55,45,50,80,35,45,50,60,70,55,75,65,60,70,75,75,90,75,75,35,20,55,45,55,40,25,70,50,45,65,70
38,38,Filip Kostić,73,78.0,"WBL, ML, AML",0,60,70,60,0,0,0,0,60,0,0,0,70,0,0,0,0,65,60,70,70,55,55,75,50,35,60,65,75,65,70,75,70,80,50,80,75,80,65,45,60,65,75,90,60,45,30,65,50,50,45
40,39,Levent Mercan,60,,"DL, WBL",0,60,55,55,0,0,0,0,65,0,0,0,70,0,0,0,0,55,65,60,60,60,55,70,45,65,55,60,65,65,70,70,60,50,35,50,50,60,55,40,45,65,60,55,55,50,35,55,50,65,65
41,40,Bright Osayi-Samuel,65,68.0,"DR, WBR",0,55,70,50,0,0,0,0,60,0,0,0,55,0,0,0,0,60,55,75,60,60,40,75,60,55,50,40,75,40,55,70,80,75,40,60,85,75,65,50,60,60,50,30,65,40,40,40,40,65,60
42,41,Mert Müldür,63,70.0,DR,0,60,65,45,0,0,0,0,65,0,0,0,60,0,0,0,0,70,60,75,55,45,60,80,50,50,65,60,65,55,65,70,65,75,60,55,65,75,65,30,20,65,20,50,60,30,60,30,50,55,65
43,42,Sofyan Amrabat,72,78.0,"DM, MC",0,70,70,50,0,0,0,0,65,0,0,0,70,0,0,0,0,90,75,70,75,70,70,75,60,60,60,65,75,65,85,65,65,80,45,75,70,75,70,30,65,65,50,30,70,35,30,50,20,60,75
44,43,İsmail Yüksek,65,70.0,DM,0,70,65,55,0,0,0,0,40,0,0,0,65,0,0,0,0,85,75,85,40,60,50,85,65,55,55,60,80,65,85,65,65,75,60,75,40,80,65,55,45,65,40,45,65,45,50,60,40,65,75
45,44,Bartuğ Elmaz,45,,"DM, MC",0,50,45,50,0,0,0,0,65,0,0,0,70,0,0,0,0,60,50,45,65,45,50,15,70,30,45,40,65,70,55,45,55,40,45,45,40,55,40,60,45,65,60,55,35,35,30,60,30,45,45
46,45,Fred,75,75.0,MC,0,70,65,55,0,0,0,0,75,0,0,0,70,0,0,0,0,60,75,75,75,50,60,85,65,70,90,65,85,70,85,85,80,70,25,75,45,90,55,50,35,75,50,55,70,45,40,35,30,60,60
47,46,Sebastian Szymański,70,75.0,"MC, AMC",0,70,60,65,0,0,0,0,80,0,0,0,65,0,0,0,0,75,80,70,80,55,75,85,70,65,80,50,85,60,80,70,75,60,35,80,45,85,40,65,60,80,80,65,50,65,40,85,40,60,60
48,47,Mert Hakan Yandaş,60,65.0,"MC, AMC",0,65,60,55,0,0,0,0,55,0,0,0,70,0,0,0,0,85,60,80,55,55,40,85,60,75,65,60,80,60,70,65,60,70,40,65,40,75,65,60,50,70,65,35,65,50,50,65,40,50,45
49,48,Allan Saint-Maximin,75,80.0,"AMR, AML",0,55,70,50,0,0,0,0,80,0,0,0,60,0,0,0,0,35,55,45,60,55,60,55,95,50,65,30,50,65,50,80,85,65,35,70,80,65,60,55,60,80,65,65,95,50,25,50,20,10,15
50,49,Oğuz Aydın,58,68.0,"ML, AML",0,55,60,55,0,0,0,0,65,0,0,0,60,0,0,0,0,50,60,75,55,50,45,70,70,45,50,50,45,60,70,65,65,55,50,55,75,55,60,55,50,60,50,60,70,60,30,55,45,35,45
51,50,İrfan Can Kahveci,65,69.0,AMR,0,65,60,65,0,0,0,0,80,0,0,0,70,0,0,0,0,50,70,80,85,60,70,70,65,60,70,35,60,80,65,45,60,75,50,60,45,65,60,90,70,85,80,70,65,60,55,80,40,30,30
52,51,Cengiz Ünder,70,72.0,AMR,0,55,65,55,0,0,0,0,70,0,0,0,60,0,0,0,0,35,55,55,75,50,55,70,70,50,75,20,50,55,65,85,85,60,35,80,70,55,45,70,50,80,65,70,65,65,35,80,25,15,15
53,52,Dusan Tadic,73,80.0,"AML, ST",0,75,65,65,0,0,0,0,80,0,0,0,90,0,0,0,0,70,85,85,85,90,85,90,60,95,75,30,75,80,65,45,65,80,55,99,45,65,70,80,70,85,75,80,65,60,40,60,45,30,20
54,53,Burak Kapacak,55,65.0,AMR,0,55,60,45,0,0,0,0,60,0,0,0,60,0,0,0,0,55,55,60,60,60,50,65,60,30,65,45,65,55,70,65,65,50,40,60,65,60,55,25,20,65,55,50,65,50,40,55,25,35,40
55,54,Youssef En-Nesyri,76,80.0,ST,0,65,70,55,0,0,0,0,65,0,0,0,60,0,0,0,0,45,75,75,75,65,60,65,60,65,80,30,65,55,75,75,65,60,80,75,75,70,70,45,60,65,45,55,65,70,75,65,35,25,30
56,55,Edin Dzeko,73,84.0,ST,0,70,70,55,0,0,0,0,80,0,0,0,75,0,0,0,0,40,80,75,60,55,80,95,60,99,80,40,90,70,80,45,35,99,90,99,35,60,90,40,65,80,20,50,55,75,85,55,35,40,35
57,56,Cenk Tosun,63,72.0,ST,0,65,60,50,0,0,0,0,60,0,0,0,60,0,0,0,0,60,70,70,70,65,65,70,60,80,70,30,60,55,50,55,60,65,70,70,45,50,65,50,85,70,25,35,60,75,70,50,20,20,30
58,57,Ersin Destanoğlu,55,65.0,GK,60,50,60,25,70,70,50,90,35,50,70,65,35,50,65,85,25,50,70,85,50,45,60,45,10,40,5,60,70,30,50,50,55,60,75,75,45,40,70,15,15,40,0,0,0,0,0,0,0,0,0
59,58,Mert Günok,68,69.0,GK,60,60,50,40,60,70,60,35,50,70,80,80,65,15,75,60,60,40,80,60,80,80,75,80,50,60,5,70,40,60,40,35,65,50,60,70,30,35,60,45,10,60,0,0,0,0,0,0,0,0,0
60,59,Emir Yaşar,38,,GK,45,40,45,25,50,60,25,40,25,60,30,60,25,25,70,60,60,40,45,50,55,50,45,80,5,5,5,50,35,20,45,35,70,40,50,70,30,40,40,30,10,30,0,0,0,0,0,0,0,0,0
61,60,Göktuğ Baytekin,40,,GK,45,45,50,25,55,45,35,25,25,60,40,65,35,60,65,30,50,50,60,40,50,55,50,65,10,35,15,55,50,45,45,40,65,40,60,70,40,45,45,20,15,40,0,0,0,0,0,0,0,0,0
62,61,Felix Uduokhai,67,70.0,DC,0,65,65,50,0,0,0,0,55,0,0,0,60,0,0,0,0,75,65,80,65,65,60,65,50,75,40,65,60,55,65,60,60,75,80,55,65,60,80,20,30,60,15,40,55,30,70,30,60,70,70
63,62,Emirhan Topçu,58,70.0,DC,0,60,65,40,0,0,0,0,50,0,0,0,55,0,0,0,0,75,70,70,60,65,60,80,25,55,40,65,60,50,70,60,60,60,70,75,55,65,65,25,35,45,20,25,35,25,65,20,30,70,70
64,63,Tayyip Talha Sanuç,63,67.0,DC,0,60,65,45,0,0,0,0,50,0,0,0,50,0,0,0,0,65,65,70,65,70,60,75,60,45,35,70,70,45,70,60,60,60,75,70,60,65,70,25,20,65,25,30,50,40,70,20,30,70,70
65,64,Gabriel Paulista,71,78.0,DC,0,70,70,50,0,0,0,0,60,0,0,0,60,0,0,0,0,85,75,80,55,70,65,85,30,75,50,70,75,50,85,70,60,70,75,65,65,70,75,35,30,60,25,40,45,40,75,50,50,70,75
66,65,Necip Uysal,63,63.0,DC,0,65,65,45,0,0,0,0,50,0,0,0,50,0,0,0,0,80,65,90,65,75,60,85,25,75,40,60,85,55,80,60,60,65,70,75,50,70,70,20,35,50,20,40,45,20,70,25,30,70,75
67,66,Arthur Masuaku,63,70.0,DL,0,60,65,60,0,0,0,0,70,0,0,0,75,0,0,0,0,50,60,50,75,70,70,65,75,40,70,50,70,65,60,65,70,60,40,75,60,70,60,70,55,75,70,70,80,35,35,65,50,50,55
68,67,Emrecan Terzi,48,,DL,0,55,55,45,0,0,0,0,60,0,0,0,60,0,0,0,0,65,50,60,55,50,55,75,65,20,50,55,65,60,70,60,65,55,40,70,60,50,50,35,30,70,30,50,60,30,35,50,50,40,60
69,68,Jonas Svensson,65,69.0,DR,0,65,70,50,0,0,0,0,60,0,0,0,65,0,0,0,0,80,60,90,60,75,60,80,50,50,45,65,80,55,90,70,70,70,45,90,60,85,55,45,50,55,35,55,45,35,35,35,60,60,65
70,69,Onur Bulut,60,63.0,DR,0,65,65,50,0,0,0,0,60,0,0,0,60,0,0,0,0,70,60,70,60,65,60,80,50,55,60,55,80,55,80,65,65,65,55,80,60,70,55,60,45,60,35,50,65,40,40,50,50,50,60
71,72,Gedson Fernandes,68,73.0,"DM, MC",0,65,75,50,0,0,0,0,70,0,0,0,60,0,0,0,0,60,60,80,60,70,60,85,80,50,60,50,85,55,85,75,70,80,55,90,70,85,70,40,50,70,35,40,80,40,45,40,35,50,70
72,73,Cher Ndour,55,,"MC, AMC",0,55,60,55,0,0,0,0,65,0,0,0,65,0,0,0,0,55,55,55,70,60,60,60,75,30,40,60,60,65,55,60,55,60,65,65,60,65,65,50,40,65,55,55,60,50,55,50,25,55,60
73,74,João Mário,71,78.0,"MC, MR, ML, AML, AMC",0,60,65,60,0,0,0,0,75,0,0,0,80,0,0,0,0,50,40,40,90,45,75,55,60,65,70,50,55,75,40,60,65,80,45,70,65,60,55,60,90,80,70,70,70,70,35,55,20,30,35
77,75,Salih Uçan,63,68.0,"DM, MC",0,70,60,55,0,0,0,0,70,0,0,0,75,0,0,0,0,70,70,60,65,70,70,75,70,50,65,65,75,70,70,50,55,60,60,70,50,70,60,50,70,75,60,60,65,30,60,45,20,35,65
78,76,Alex Oxlade-Chamberlain,68,79.0,MC,0,65,65,60,0,0,0,0,75,0,0,0,70,0,0,0,0,55,70,60,70,65,65,65,75,45,75,40,60,70,80,70,70,70,40,60,65,60,70,55,60,75,45,65,80,60,40,65,30,50,60
79,77,Fahri Ay,38,,MC,0,55,55,40,0,0,0,0,50,0,0,0,60,0,0,0,0,60,40,70,40,40,50,75,70,25,50,40,60,55,70,60,60,50,40,70,50,45,50,20,35,65,25,35,60,40,35,55,10,30,20
80,79,Semih Kılıçsoy,58,,ST,0,55,65,45,0,0,0,0,65,0,0,0,45,0,0,0,0,70,60,60,60,50,45,85,75,35,60,25,50,50,60,70,70,70,40,80,60,60,70,30,55,70,20,30,70,70,40,60,20,15,25
81,80,Ernest Muci,58,74.0,"AMC, ST",0,50,55,55,0,0,0,0,65,0,0,0,60,0,0,0,0,35,50,35,65,55,60,70,80,20,60,30,60,60,40,70,65,50,55,60,70,50,35,40,70,75,45,65,70,65,60,70,25,25,35
82,81,Arda Kılıç,28,,DC,0,40,45,35,0,0,0,0,30,0,0,0,35,0,0,0,0,35,30,55,40,35,50,50,15,25,40,35,50,30,55,55,35,35,50,65,50,40,30,15,20,35,20,35,30,10,50,25,35,55,60
83,82,Milot Rashica,65,73.0,AMR,0,65,65,55,0,0,0,0,65,0,0,0,60,0,0,0,0,70,60,65,60,70,65,70,70,35,60,45,80,55,75,70,75,60,35,65,70,70,60,45,50,70,60,60,70,60,30,60,35,50,35
84,83,Can Keleş,58,66.0,AML,0,55,60,45,0,0,0,0,60,0,0,0,55,0,0,0,0,50,50,50,50,55,50,75,35,40,70,35,60,60,65,70,60,55,50,60,70,60,60,30,35,65,35,55,70,50,45,55,35,30,40
85,84,Rafa,78,79.0,"AMR, AML, AMC",0,60,70,55,0,0,0,0,70,0,0,0,70,0,0,0,0,65,65,55,50,55,60,65,95,50,85,35,45,65,55,90,90,75,25,80,85,65,30,55,60,75,55,55,80,60,25,60,25,30,45
86,85,Ciro Immobile,75,83.0,ST,0,70,65,50,0,0,0,0,60,0,0,0,60,0,0,0,0,70,95,75,70,60,60,99,60,75,95,15,80,55,90,65,65,80,55,70,65,70,65,20,95,60,20,20,60,85,80,60,20,20,35
87,86,Mustafa Hekimoğlu,40,,ST,0,50,60,40,0,0,0,0,50,0,0,0,40,0,0,0,0,50,45,55,55,40,40,80,70,40,50,20,60,40,50,60,55,60,55,75,55,40,60,20,40,60,25,25,60,60,60,40,20,25,20
88,87,Uğurcan Çakır,68,75.0,GK,55,60,65,25,65,65,65,25,50,55,60,80,50,50,85,30,60,50,70,65,65,65,60,85,25,70,15,70,65,45,65,40,80,65,70,70,45,70,65,5,20,50,0,0,0,0,0,0,0,0,0
89,88,Onuralp Çevikkan,35,,GK,50,40,55,30,60,40,35,25,45,55,50,55,55,50,65,60,55,65,45,55,45,40,40,70,15,20,10,40,50,45,45,30,55,50,70,75,55,35,50,25,20,45,0,0,0,0,0,0,0,0,0
90,89,Taha Tepe,48,65.0,GK,45,45,55,40,50,50,55,25,30,45,60,55,50,45,65,30,45,15,45,65,60,60,55,45,5,45,30,60,60,55,55,45,55,55,55,60,45,60,60,45,20,55,0,0,0,0,0,0,0,0,0
91,90,Serdar Saatçı,63,,DC,0,60,70,50,0,0,0,0,65,0,0,0,65,0,0,0,0,75,65,75,60,45,60,65,30,40,40,60,70,60,65,65,55,70,65,75,70,65,75,25,30,70,45,35,60,40,60,30,30,65,80
92,92,Stefano Denswil,60,65.0,DC,0,60,65,55,0,0,0,0,60,0,0,0,65,0,0,0,0,75,60,70,55,60,55,60,45,70,40,60,70,55,60,55,55,70,65,70,50,65,70,55,60,65,55,45,55,30,70,30,50,70,70
93,93,Stefan Savic,71,78.0,DC,0,70,60,50,0,0,0,0,55,0,0,0,60,0,0,0,0,70,85,70,75,75,75,75,40,65,40,75,75,55,75,60,55,50,65,50,60,65,70,30,45,55,35,40,40,45,65,40,50,75,70
96,94,Hüseyin Türkmen,53,63.0,DC,0,55,60,40,0,0,0,0,40,0,0,0,55,0,0,0,0,50,55,65,50,60,55,65,40,50,45,60,65,40,65,65,60,60,60,45,65,65,65,25,25,45,20,30,40,20,60,25,40,65,60
97,95,Ali Şahin Yılmaz,45,,DC,0,60,60,40,0,0,0,0,55,0,0,0,60,0,0,0,0,75,55,75,60,50,55,90,60,70,65,45,40,55,60,65,60,45,55,65,55,55,70,20,25,60,20,25,65,25,40,15,30,45,55
98,96,Eren Elmalı,60,65.0,DL,0,55,70,50,0,0,0,0,55,0,0,0,60,0,0,0,0,60,60,70,60,65,55,65,40,40,50,50,70,40,70,75,65,70,50,75,80,75,65,15,40,60,55,65,55,25,50,40,50,55,50
99,97,Borna Barisic,63,68.0,"DL, WBL",0,50,60,65,0,0,0,0,45,0,0,0,65,0,0,0,0,40,55,30,60,35,50,50,40,50,70,60,70,65,55,65,60,65,55,65,60,70,55,80,70,65,85,85,60,55,35,65,60,50,60
100,98,Arif Boşluk,48,68.0,DL,0,55,55,45,0,0,0,0,55,0,0,0,60,0,0,0,0,30,55,55,65,65,65,80,40,25,55,45,55,55,65,60,60,50,55,65,55,55,50,35,40,60,30,60,50,35,40,35,40,55,65
101,99,Pedro Malheiro,67,72.0,"DR, WBR",0,65,60,55,0,0,0,0,65,0,0,0,65,0,0,0,0,60,70,70,60,60,65,75,70,40,75,50,60,65,75,70,65,60,40,70,70,70,50,40,30,70,55,70,70,55,50,40,55,55,80
102,100,Serkan Asan,53,60.0,"DR, WBR",0,55,60,40,0,0,0,0,60,0,0,0,55,0,0,0,0,70,40,75,40,60,40,75,40,35,40,45,70,40,85,80,75,45,40,50,75,70,45,25,25,55,25,50,50,25,35,20,45,50,60
103,101,Batista Mendy,63,71.0,DM,0,65,70,50,0,0,0,0,60,0,0,0,65,0,0,0,0,65,65,75,75,60,60,75,55,45,35,65,65,65,70,55,65,70,75,65,55,75,80,40,30,65,40,45,55,40,70,35,20,65,65
104,102,John Lundstram,65,67.0,"DM, MC",0,65,65,55,0,0,0,0,55,0,0,0,65,0,0,0,0,75,60,70,70,55,60,85,40,70,55,65,70,65,80,70,50,55,55,85,65,90,60,45,40,60,45,55,55,55,30,50,60,60,60
105,103,Okay Yokuşlu,68,73.0,"DM, MC",0,65,65,60,0,0,0,0,75,0,0,0,75,0,0,0,0,60,75,65,70,55,60,60,65,60,65,70,75,65,70,50,50,75,75,65,60,70,75,60,65,75,40,50,55,60,75,60,25,65,75
106,104,Salih Malkoçoğlu,38,,DM,0,50,55,40,0,0,0,0,65,0,0,0,50,0,0,0,0,65,65,45,45,35,40,80,25,50,35,55,45,45,65,35,55,55,80,70,50,40,55,35,10,50,10,30,40,35,50,50,10,55,60
107,105,Ozan Tufan,63,70.0,"AMC, ST",0,60,65,60,0,0,0,0,65,0,0,0,75,0,0,0,0,80,55,80,65,50,55,60,55,55,55,55,75,65,65,60,50,70,55,70,60,55,80,20,75,65,30,35,70,75,60,75,40,60,65
108,106,Umut Güneş,58,63.0,"DM, MC",0,60,65,50,0,0,0,0,60,0,0,0,65,0,0,0,0,60,55,65,65,70,65,65,50,55,55,50,70,65,70,60,60,65,55,75,50,70,65,45,25,60,35,40,45,50,45,40,40,65,60
109,107,Enis Bardhi,60,73.0,"MC, AMC",0,60,55,60,0,0,0,0,70,0,0,0,65,0,0,0,0,55,65,55,60,65,60,80,75,40,70,40,70,60,60,55,65,55,30,70,60,60,40,85,60,75,70,60,70,60,35,85,25,35,35
110,108,Muhammed Cham,62,72.0,"MC, AMC",0,55,60,55,0,0,0,0,65,0,0,0,65,0,0,0,0,50,60,60,60,55,65,60,55,45,60,50,55,65,55,70,70,60,45,55,65,65,55,65,50,70,60,55,70,70,45,70,40,35,40
111,109,Mislav Orsic,70,72.0,"AML, ST",0,50,70,60,0,0,0,0,60,0,0,0,55,0,0,0,0,30,55,25,55,55,45,65,65,20,80,55,50,55,70,80,80,70,50,80,85,60,40,70,70,65,80,55,55,80,35,90,20,30,40
112,111,Cihan Çanak,49,,AML,0,50,55,50,0,0,0,0,60,0,0,0,60,0,0,0,0,65,60,65,50,50,60,70,60,30,45,30,45,50,45,65,60,45,55,55,65,45,45,40,25,65,45,60,70,45,40,40,50,35,30
